text,label,emotion,cleaned_text,word_count,char_count,avg_word_length,capital_count,exclaim_count,question_count,negation_count
i feel today is any indication of the next week its doubtful that there will be much energy left for more than a low key new years eve party,4,fear,feel today any indication next week doubtful much energy left low key new years eve party,29,140,3.8620689655172415,0,0,0,0
i feeling so uncertain concerned afraid of this person circumstance environment change,4,fear,feeling uncertain concerned afraid person circumstance environment change,12,86,6.25,0,0,0,0
i am feeling the need the longing for the flowers the birds and the warmth of the sun,2,love,feeling need longing flowers birds warmth sun,18,85,3.7777777777777777,0,0,0,0
i feel like people seem to be intimidated by me or this blog,4,fear,feel like people seem intimidated blog,13,60,3.6923076923076925,0,0,0,0
i woke up twas am according to the clock on my bedside table with my heart racing and i was feeling very very hot,2,love,woke twas according clock bedside table heart racing feeling hot,24,113,3.75,0,0,0,0
i currently have it sitting in a bowl of rice in the sun in the hope it will dry out but im not feeling optimistic,1,joy,currently sitting bowl rice sun hope dry im not feeling optimistic,25,114,3.6,0,0,0,1
i feel like i probably would have liked this book a little bit more if it wasn t such a simple story line,2,love,feel like probably liked book little bit wasn such simple story line,23,105,3.608695652173913,0,0,0,0
i receive the good news in joy like the magi or do i feel threatened by gods message like herod,4,fear,receive good news joy like magi feel threatened gods message like herod,20,95,3.8,0,0,0,0
i feel bitter but i want to rise up,3,anger,feel bitter want rise,9,35,3.0,0,0,0,0
i freak out when i feel like i m rejected or not wanted,0,sadness,freak feel like m rejected not wanted,13,55,3.3076923076923075,0,0,0,1
i havent gone a week without exaggerated eyelids since year at school i feel pretty fucking shitty,0,sadness,havent gone week without exaggerated eyelids since year school feel pretty fucking shitty,17,98,4.823529411764706,0,0,0,0
i feel the eyes of many turn away disgusted by the self indulgence the audacity of a british woman to admit this point of failure,3,anger,feel eyes many turn away disgusted self indulgence audacity british woman admit point failure,25,129,4.2,0,0,0,0
i feel like im in a really strange stage of my life right now as im entering my th year,4,fear,feel like im strange stage life right im entering th year,20,87,3.4,0,0,0,0
i was flipping through my fifth grade yearbook feeling that sense of nostalgia that anyone would if they were looking at their innocent though year old self,1,joy,flipping fifth grade yearbook feeling sense nostalgia anyone looking innocent though year old self,27,156,4.814814814814815,0,0,0,0
i still left the studio feeling pretty mellow and chill a perfect way to commemorate the anniversary of my training with rudy on the same weekend i graduated from the program years ago,1,joy,still left studio feeling pretty mellow chill perfect way commemorate anniversary training rudy same weekend graduated program years ago,33,184,4.606060606060606,0,0,0,0
i had been out of sorts and feeling a bit isolated,0,sadness,sorts feeling bit isolated,11,50,3.6363636363636362,0,0,0,0
i feel you in every vain in every beating of my heart each breath i take pagetitle behind blue eyes,0,sadness,feel every vain every beating heart breath take pagetitle behind blue eyes,20,99,4.0,0,0,0,0
im beginning to feel my way around the systems and im very impressed with the overall level of automation and control that goes into making memset what it is,5,surprise,im beginning feel way around systems im impressed overall level automation control goes making memset,29,157,4.448275862068965,0,0,0,0
i feel reassured and i feel a secret pleasure in the feeling buried deep in my pocket,1,joy,feel reassured feel secret pleasure feeling buried deep pocket,17,85,4.0588235294117645,0,0,0,0
i feel weird this morning,4,fear,feel weird morning,5,25,4.2,0,0,0,0
i feel like since i missed out on so much school my brain is craving knowledge of any form,0,sadness,feel like since missed much school brain craving knowledge any form,19,90,3.789473684210526,0,0,0,0
i write what i feel if you get annoyed and sick of this simply close the tab,3,anger,write feel annoyed sick simply close tab,17,76,3.5294117647058822,0,0,0,0
i am feeling terrific now that my morning all day sickness has left,1,joy,feeling terrific morning day sickness left,13,67,4.230769230769231,0,0,0,0
i didn t wish to be the president i hardly know these people and i got the feeling that they hated me for being quiet and not smiling,3,anger,didn wish president hardly know people feeling hated quiet not smiling,28,133,3.7857142857142856,0,0,0,1
i keep seeing facebook updates of friends who get to go and i am feeling rather envious,3,anger,keep seeing facebook updates friends go feeling rather envious,17,87,4.176470588235294,0,0,0,0
i feel regretful about which i ll keep to myself today if you please,0,sadness,feel regretful ll keep myself today please,14,68,3.9285714285714284,0,0,0,0
i was already feeling mentally crappy and it was just ridiculous,0,sadness,already feeling mentally crappy ridiculous,11,64,4.909090909090909,0,0,0,0
i feel like a heap of useless skin,0,sadness,feel like heap useless skin,8,34,3.375,0,0,0,0
i feel as if anything less than points is acceptable and that we can forgive the team for losing at old trafford or stamford bridge,1,joy,feel anything less points acceptable forgive team losing old trafford stamford bridge,25,131,4.28,0,0,0,0
i always feel pressured to socialize or i get eight missed calls and some texts from my host brother in the span of an hour,4,fear,always feel pressured socialize eight missed calls texts host brother span hour,25,123,3.96,0,0,0,0
i realized grudgingly that a feeling of discontent had begun to rise in me,0,sadness,realized grudgingly feeling discontent begun rise,14,74,4.357142857142857,0,0,0,0
im feeling uncharacteristically gloomy,0,sadness,im feeling uncharacteristically gloomy,4,38,8.75,0,0,0,0
i feel sentimental i close my eyes and look up i feel powerful if i do that,0,sadness,feel sentimental close eyes look feel powerful,17,75,3.4705882352941178,0,0,0,0
i feel that i was a girl that always being foolish and annoyed by boys,0,sadness,feel girl always foolish annoyed boys,15,70,3.7333333333333334,0,0,0,0
i do not feel particularly delighted in,1,joy,not feel particularly delighted,7,39,4.714285714285714,0,0,0,1
i feel invigorated and enlivened and a bit more fully completely myself,1,joy,feel invigorated enlivened bit fully completely myself,12,71,5.0,0,0,0,0
i love getting my rockabilly look on for certain occasions i love feeling pretty,1,joy,love getting rockabilly look certain occasions love feeling pretty,14,80,4.785714285714286,0,0,0,0
i feel excuse the messy thoughts i cant wait to make new friends im afraid to leave,0,sadness,feel excuse messy thoughts cant wait make new friends im afraid leave,17,83,3.9411764705882355,0,0,0,0
i hate that feeling and its making me antsy and irritable,3,anger,hate feeling making antsy irritable,11,57,4.2727272727272725,0,0,0,0
i wanted to make sure i didnt feel rushed getting to century college on friday afternoon,3,anger,wanted make sure didnt feel rushed getting century college friday afternoon,16,88,4.5625,0,0,0,0
i love reading your comments so please feel free to leave them,1,joy,love reading comments please feel free leave,12,62,4.25,0,0,0,0
i have been trying to come to terms with my own emotionally damaged thinking but now i almost feel convinced that my thoughts are full of validity,1,joy,trying come terms own emotionally damaged thinking almost feel convinced thoughts full validity,27,146,4.444444444444445,0,0,0,0
i don t want to go all very special episode of blossom on you but i am feeling a little melancholy about the final episode of rock,0,sadness,don want go special episode blossom feeling little melancholy final episode rock,27,130,3.8518518518518516,0,0,0,0
i normally like some lettuce and tomatoes in my burger for moisture in their absence in this burger made the meat feel particularly rich and juicy,1,joy,normally like lettuce tomatoes burger moisture absence burger made meat feel particularly rich juicy,26,146,4.653846153846154,0,0,0,0
my sister once stole my mothers money and made her very angry after this my mother would beat her up for unreasonable reasons one day my sister lent her book to a friend without telling my mother about it when my mother learnt this she beat her up and even threatened her with a pair of scissors,3,anger,sister stole mothers money made angry after mother beat unreasonable reasons one day sister lent book friend without telling mother mother learnt beat even threatened pair scissors,57,295,4.192982456140351,0,0,0,0
